2,15,1.0
15,2,1.0
15,1,1.0
1,15,1.0
1,16,1.0
16,1,1.0
16,3,1.0
3,16,1.0
3,17,1.0
17,3,1.0
17,4,1.0
4,17,1.0
4,18,1.0
18,4,1.0
18,5,1.0
5,18,1.0
5,19,1.0
19,5,1.0
19,6,1.0
6,19,1.0
6,20,1.0
20,6,1.0
20,7,1.0
7,20,1.0
7,21,1.0
21,7,1.0
21,8,1.0
8,21,1.0
8,22,1.0
22,8,1.0
22,9,1.0
9,22,1.0
9,23,1.0
23,9,1.0
23,10,1.0
10,23,1.0
10,272,1.0
272,10,1.0
272,34,1.0
34,272,1.0
34,36,1.0
36,34,1.0
36,11,1.1
11,36,1.1
11,12,1.0
12,11,1.0
12,24,1.0
24,12,1.0
24,13,1.0
13,24,1.0
24,14,1.01
14,24,1.01
14,112,1.0
112,14,1.0
13,112,1.0
112,13,1.0
24,37,1.0
37,24,1.0
37,112,1.0
112,37,1.0
37,48,1.0
48,37,1.0
46,37,1.0
37,46,1.0
46,281,1.07
281,46,1.07
281,24,1.0
24,281,1.0
281,35,1.0
35,281,1.0
35,49,1.0
49,35,1.0
49,34,0.7
34,49,0.7
49,53,1.01
53,49,1.01
53,47,1.0
47,53,1.0
47,35,1.0
35,47,1.0
47,54,1.0
54,47,1.0
54,46,1.0
46,54,1.0
46,68,1.0
68,46,1.0
68,48,1.0
48,68,1.0
68,70,1.0
70,68,1.0
70,270,1.0
270,70,1.0
270,48,1.0
48,270,1.0
68,67,1.0
67,68,1.0
67,54,1.0
54,67,1.0
70,269,0.2
269,70,0.2
70,69,1.0
69,70,1.0
69,67,1.0
67,69,1.0
53,55,1.0
55,53,1.0
55,54,1.0
54,55,1.0
15,26,1.0
26,15,1.0
26,16,1.0
16,26,1.0
16,27,1.0
27,16,1.0
27,17,1.0
17,27,1.0
17,28,1.0
28,17,1.0
28,18,1.0
18,28,1.0
18,29,1.0
29,18,1.0
29,19,1.0
19,29,1.0
19,30,1.0
30,19,1.0
29,42,1.0
42,29,1.0
42,30,1.0
30,42,1.0
30,20,1.0
20,30,1.0
20,31,1.0
31,20,1.0
31,21,1.0
21,31,1.0
21,32,1.0
32,21,1.0
32,22,1.0
22,32,1.0
22,33,1.0
33,22,1.0
33,23,1.0
23,33,1.0
26,38,1.0
38,26,1.0
38,25,1.0
25,38,1.0
25,15,1.0
15,25,1.0
26,39,1.0
39,26,1.0
39,27,1.0
27,39,1.0
27,40,1.0
40,27,1.0
40,28,1.0
28,40,1.0
28,41,1.0
41,28,1.0
30,43,1.0
43,30,1.0
43,31,1.0
31,43,1.0
31,44,1.0
44,31,1.0
44,32,1.0
32,44,1.0
32,45,1.0
45,32,1.0
45,33,1.0
